term,coefficient_baseline,std_error_baseline,t_stat_baseline,p_value_baseline,coefficient_variant,std_error_variant,t_stat_variant,p_value_variant
C(month_index)[T.21],2.410137287164973,0.34921323436944995,6.901620700363176,5.141256051934882e-12,2.3981981958012897,0.35119295134742695,6.828719615812586,8.56758359791457e-12
C(month_index)[T.22],2.4545694922717303,0.3234690629285032,7.588266618295633,3.242132741706048e-14,2.4379552035488405,0.325048714242889,7.50027641003713,6.368339872894902e-14
C(month_index)[T.23],2.7076553146927567,0.3386910666820116,7.994469240710459,1.301332412434245e-15,2.621547915689601,0.3295998529474596,7.953729020951637,1.8097974934515082e-15
C(month_index)[T.24],3.1396354035807343,0.3098839634215866,10.13164853358148,3.998505254261998e-24,3.079671812052604,0.3152412831996294,9.769252874479559,1.5257302053501132e-22
C(month_index)[T.25],2.8679087999114246,0.3629124797338074,7.902480515453771,2.7340708460707912e-15,2.8090314567374834,0.36545069204333375,7.686485531143553,1.512317801463643e-14
C(month_index)[T.26],3.0978883718604457,0.3188367193924842,9.716222076814754,2.5714560790913856e-22,3.043026755156035,0.32786742057245016,9.281272136899021,1.6746697333569978e-20
C(month_index)[T.27],3.1930540699147807,0.37779237503428914,8.451875371028791,2.866605078435165e-17,3.1793514678750143,0.3784421027151874,8.401156861417636,4.421013674843498e-17
C(month_index)[T.28],3.205488126029427,0.3415040790863577,9.386383127853767,6.2096008377418336e-21,3.1934944492577593,0.3415954515058271,9.348761627767995,8.867990068102571e-21
C(month_index)[T.29],3.6320006831300233,0.38563087694947884,9.418334734658316,4.5829859713515036e-21,3.619366341220954,0.38557621311098134,9.386902558169954,6.17906374700137e-21
C(month_index)[T.2],0.19095605332653864,0.3171016179058718,0.6021919868703473,0.5470463489868342,0.19187720421929733,0.3185500923290963,0.6023454672901731,0.5469442014878023
C(month_index)[T.30],3.5786131163278467,0.32449863141461804,11.02813007477799,2.796184115511637e-28,3.5646491423632902,0.3256059455708591,10.947739716833713,6.81263855571807e-28
C(month_index)[T.31],3.5130986451652717,0.37377345304004983,9.399005243930052,5.5081344254041744e-21,3.501392518225179,0.37407020401035096,9.360255055567835,7.954443899515903e-21
C(month_index)[T.32],3.386560498954328,0.3404803003895738,9.946421261610329,2.614154000559906e-23,3.3710202251958803,0.34081414028020374,9.89108087599993,4.5508742844332575e-23
C(month_index)[T.33],3.9930142309453167,0.4095215172952164,9.750438163342777,1.8367377918579257e-22,3.981190831353005,0.4098731318523665,9.713227147533551,2.6481712177969107e-22
C(month_index)[T.34],3.839187502628758,0.3382237220674199,11.351029665102772,7.329444013482931e-30,3.82627978925714,0.33925360197838333,11.278523697151325,1.6753382651564754e-29
C(month_index)[T.35],4.1281324779147885,0.37409288301557964,11.035046816816525,2.589166297008504e-28,4.11491164175117,0.37445751148967227,10.98899478710193,4.317072600271343e-28
C(month_index)[T.36],3.8102701443996745,0.38083428413965353,10.00506073923332,1.4480280534037525e-23,3.794036483451201,0.38121939848251557,9.95236994380078,2.462478473495316e-23
C(month_index)[T.3],0.4909802648827209,0.2531091800884767,1.9397963547236576,0.05240444384945768,0.49025810099515876,0.2547942503525816,1.9241332970298382,0.05433787739413579
C(month_index)[T.4],0.6940041739843288,0.37147116262980534,1.8682585454848568,0.06172604183391792,0.6945085344760891,0.37317140364055645,1.861097950434189,0.06273034560892195
C(month_index)[T.5],0.40566995415003865,0.3129956056136089,1.296088337581441,0.19494505245406168,0.40591594372987383,0.31507748438239147,1.2883051434968198,0.19763976337713007
C(month_index)[T.6],0.6784146913495581,0.26240170777600536,2.5854050154607795,0.009726466809117231,0.6758416770820332,0.26355244147776175,2.5643536948188737,0.010336814835160427
C(month_index)[T.7],1.0880082610339499,0.29806955161664483,3.6501824997987926,0.0002620540513739822,1.0847543219759215,0.29914124847937373,3.626227835479255,0.0002875916316928274
C(month_index)[T.8],0.6277277527741907,0.34329876965995304,1.8285173389813556,0.06747194584975362,0.6239223870873571,0.34560364956020334,1.8053119169352734,0.07102588587614299
C(month_index)[T.9],1.105311422121634,0.2653430342783179,4.165594266033283,3.1054257120198896e-05,1.1016419960169035,0.2668145410956279,4.128867907623028,3.645537525509503e-05
Intercept,3.6544224822689215,1.426303695194332,2.562162949294618,0.010402250034860295,3.6122277068078454,1.4358400907601934,2.5157590528729297,0.011877635286918162
event_m2,-0.540461236286985,0.38055302220272613,-1.42019956419916,0.15554959050667574,-0.5971515683962832,0.38649252319724936,-1.545053351760501,0.12233335905003243
event_m3,-0.04281521922321671,0.332362250418619,-0.12882094512625852,0.8974993318062605,-0.12090671290032107,0.3297337130284372,-0.366679863547631,0.7138578284670751
event_m4,-0.3212581935652823,0.22804800378329176,-1.4087305665282903,0.15891485298212837,-0.4191935092611766,0.22457153726302004,-1.8666368604415515,0.06195231647694299
event_m5,,,,,-0.7367052644031893,0.375523708376481,-1.961807598215892,0.04978488873934579
event_p0,-0.1092752597014452,0.3936982167543611,-0.27756097196047236,0.7813493951484343,-0.12431876953047405,0.3962010164677456,-0.31377700804206476,0.7536904080346467
event_p1,1.2334086964712911,0.44465510588170587,2.7738547925263717,0.005539639840290081,1.2237566665998965,0.44678011969972214,2.7390580123000436,0.006161550015623399
event_p2,0.5786696364280743,0.2650210737184465,2.1834853670649688,0.02900008540373852,0.5914007239723729,0.2639977793853217,2.240173100506219,0.02507968727353445
event_p3,0.7003256099091706,0.326547920777756,2.1446334989399687,0.03198216173471905,0.7229710150215178,0.32677046668027093,2.2124735517451457,0.026933961696034237
event_p4,0.691044903283309,0.27716869243909653,2.493228572109223,0.012658732725599866,0.727406067700994,0.27657742482651154,2.630026901715761,0.008537811172619255
event_p5,,,,,0.405873507415398,0.4001019459578428,1.0144252271598881,0.3103798917926648
leverage,-1.6584477971028866,1.4037929411430108,-1.1814048557278882,0.23744192998006586,-1.8364681654884802,1.4032187939730716,-1.3087539686442675,0.19061770403145162
size,0.5121878159084193,0.16820211697522355,3.0450735408036835,0.0023262342132599517,0.5261991834310982,0.16854857552728134,3.1219438181839,0.0017966122053509432
