firm_id,date,calendar_year,month_index,treated,post,staggered_post,event_time,staggered_event_time,treatment_time,unit,size,leverage,instrument_z,endogenous_x,outcome_y,binary_outcome,count_outcome,multiclass_outcome,secondary_outcome,running_score,export_flow,origin_gdp,destination_gdp,distance_km,working_capital,retained_earnings,ebit,market_equity,sales,total_assets,total_liabilities,net_income,revenue,equity
firm_01,2018-11-30,2018,11,1,0,0,-8,-8.0,18.0,firm_01,8.436941562073635,0.3457133036171855,-0.23261177543175382,-0.3589935060552574,7.322079734610011,1,2,1,7.139467174479738,-0.7150924450810645,75.96319924561679,5904.601127127199,5759.26304680363,492.26179969206976,57406.06018082004,38322.811970957955,30932.031853260294,318633.6931015796,347490.0089530448,461442.0462247135,204716.91491367324,35329.406800588906,347490.0089530448,256725.13131104026
firm_01,2018-12-31,2018,12,1,0,0,-7,-7.0,18.0,firm_01,8.589303227919594,0.3709084809281752,-0.44992326389958,-0.3942723802437593,8.811756994695338,1,4,2,8.534792206903077,1.224326391295151,83.42287930900328,6573.647967085277,5954.386833060931,443.60707202747477,66853.6251469925,44237.749287310995,35761.345535878034,349544.4006909795,408742.79883433465,537386.8009432034,241260.3510765099,31611.162946333465,408742.79883433465,296126.44986669347
firm_01,2019-01-31,2019,13,1,0,0,-6,-6.0,18.0,firm_01,7.949404884050156,0.3146246258238823,-0.4516747005204995,-0.04433270717795165,10.146094014149632,0,2,0,10.445573784603816,1.3702068025122154,62.76080982722001,6960.928487518762,5628.909611236494,525.4703018323243,34532.16030130213,23473.992220043634,18955.530762755654,196799.45951783794,208290.92561234205,283388.79566227685,119871.94166413214,19670.78507884997,208290.92561234205,163516.8539981447
firm_01,2019-02-28,2019,14,1,0,0,-5,-5.0,18.0,firm_01,8.236495328313826,0.2680394320830639,-0.936802722254934,-0.4894230612092318,8.260919234930208,0,2,1,7.859276208335882,-1.0647097901528428,46.64941523486225,6006.085845311221,6011.049545466522,517.4383414692393,50513.19801276578,31017.350864095642,25083.896778607126,249406.09765616,284773.5754176503,377628.2459322883,167166.25322535026,20287.87537314261,284773.5754176503,210461.99270693804
firm_01,2019-03-31,2019,15,1,0,0,-4,-4.0,18.0,firm_01,8.244491348369088,0.33944393925920086,0.976668392726034,0.49293567665824034,9.37839640571156,1,5,1,9.322650619062651,1.220807564828235,77.91973830172628,6496.975512345116,6240.721272169479,526.5193241228932,47143.01705212105,31288.75346007837,25300.200828367575,255671.1097867814,274952.2395831949,380659.873284171,163801.41790679764,20127.334963265967,274952.2395831949,216858.45537737335
firm_01,2019-04-30,2019,16,1,0,0,-3,-3.0,18.0,firm_01,8.577338160951822,0.37996520889196717,-0.8759080726432974,-0.6549469811488517,7.558477436067536,1,6,2,7.614862042254837,-1.2192317853891785,67.89831341621402,6005.984841199601,6445.471434565389,523.3442787321337,63949.00232501083,43502.740106891826,35196.771272580794,365604.14316343406,407836.95293712337,530995.2458273923,228589.00614482377,26193.977334817337,407836.95293712337,302406.2396825686
firm_01,2019-05-31,2019,17,1,0,0,-2,-2.0,18.0,firm_01,8.104858058322197,0.32695157115625983,0.908236756212472,1.1794955753112408,9.260759820471016,0,4,1,9.018028849636028,-1.0836800171158887,66.05680891060638,6701.194430327503,6216.432726810168,497.7222299203803,40259.06446469673,27414.364250881932,22138.50652159461,220961.9951943405,243723.13390076306,331051.17322914186,145626.9856312273,22829.140807845957,243723.13390076306,185424.18759791457
firm_01,2019-06-30,2019,18,1,0,0,-1,-1.0,18.0,firm_01,8.271646934631221,0.3211883362313717,-0.14100076474908194,-0.13993298147732844,7.456380545464655,0,3,0,7.849468723981334,-1.2502359772907143,76.47906930041668,6595.398939644988,6348.721174655069,490.06303686936,51619.39451674774,32193.373737038914,26025.532225808005,262028.39532058532,299719.24083065835,391138.5486670336,173418.5272367264,23046.70368743306,299719.24083065835,217720.0214303072
firm_01,2019-07-31,2019,19,1,1,1,0,0.0,18.0,firm_01,8.815981691558708,0.3702891652175345,0.45802559767931,0.5950098019363489,11.049357874509065,1,7,2,11.073909242664664,0.07468976700401306,90.66674532161821,6598.458110314968,6596.617431349131,565.6976704644493,88108.90473007198,55537.77774412074,44889.82775297138,455373.5462670246,516760.5529118874,674112.2220192185,286257.16291325353,41109.09832560294,516760.5529118874,387855.05910596496
firm_01,2019-08-31,2019,20,1,1,1,1,1.0,18.0,firm_01,8.101516349515983,0.3509793184759978,-1.3777801057149297,-0.6561800554480436,10.342442918246833,1,5,1,10.918106395640198,1.1765370175880392,95.06279790699239,6632.618722912027,6819.773441860522,494.7506379616667,43640.39261783577,27429.941951079443,22136.006635464924,221343.64121935176,242295.66300066293,329946.742978168,142902.76648609305,25315.477811188168,242295.66300066293,187043.97649207496
firm_01,2019-09-30,2019,21,1,1,1,2,2.0,18.0,firm_01,8.85784585400492,0.38183628621741217,1.4457057413240186,0.7061412712946836,11.262537592174072,1,11,2,11.242632145170639,1.0157213492618298,64.09496941210601,6398.091463156492,5891.949415910174,543.036487324157,86490.96359243154,57668.66574239565,46646.6554333826,463307.73325881304,526112.932991712,702932.4232959001,301774.8481356345,35777.918200567925,526112.932991712,401157.5751602656
firm_01,2019-10-31,2019,22,1,1,1,3,3.0,18.0,firm_01,8.792671020221938,0.36052734571716555,0.524801518069905,0.4815770295623174,11.701197255433959,1,5,0,11.628924490466927,0.9809133332539469,99.16596559609297,6469.584028353658,7243.596404793636,458.0300360523191,84421.91101321463,54196.52025358978,43814.446260950615,453731.37249792396,494734.1616293052,658579.9507334937,289892.9337264464,37814.19029904031,494734.1616293052,368687.01700704725
firm_01,2019-11-30,2019,23,1,1,1,4,4.0,18.0,firm_01,8.064460477447392,0.33299690279678246,0.5288684781437966,0.0886094467057326,9.277360031260905,1,3,1,9.37931429106906,-1.3451990425757865,92.39229040619746,6675.9687548200845,7052.732911317223,500.7616455824406,41186.38342543413,26001.86929341953,21043.92663260983,222437.04368062178,243210.00025866125,317944.0374568694,136183.5287644913,14440.809993899706,243210.00025866125,181760.5086923781
firm_01,2019-12-31,2019,24,1,1,1,5,5.0,18.0,firm_01,8.876973601581737,0.35217513077515006,1.352000857897933,0.9303322754313468,11.628291926812043,0,5,0,11.6431024985283,0.011872631214548152,69.12109373060481,6798.598871363091,7610.9873979860695,513.8145432382642,87704.9382627897,58903.56795510969,47628.29774659284,488472.449303585,517213.1629683314,716507.3522731183,311894.5379042979,38089.303286996575,517213.1629683314,404612.81436882046
firm_01,2020-01-31,2020,25,1,1,1,6,6.0,18.0,firm_01,8.901877341579063,0.3782857891619978,0.3745078494947013,1.003835684797553,12.360307334129743,0,6,0,12.647279386311371,-1.1918081185652287,111.20410104123668,6277.779672085266,6820.686765668951,467.94017044023235,97149.59210801132,60574.188544286604,48952.83529707551,508196.3173171504,559346.1690970361,734575.1086472376,328403.598158219,45894.94260616915,559346.1690970361,406171.51048901863
firm_01,2020-02-29,2020,26,1,1,1,7,7.0,18.0,firm_01,8.931373385430325,0.3795130041014929,-0.4651933375401323,-0.49360592022654626,9.237792844521799,0,2,2,9.651046721854161,-1.0508211152698168,100.71715671457625,6136.257486035528,7332.265353131896,524.7803945647222,93574.18996952468,62320.52546670467,50373.607240068246,517820.97161458916,561786.516582743,756564.8796227253,328834.3348763561,44437.477751705126,561786.516582743,427730.5447463692
firm_01,2020-03-31,2020,27,1,1,1,8,8.0,18.0,firm_01,8.397344156616501,0.3861766261365598,-1.4968319873456624,-1.822247644537588,8.940164940883983,1,7,1,9.18057210179678,-0.8790787322619565,91.80993300662216,6561.586296440956,7210.254311564686,485.2150758881049,60471.5003183185,36840.75862083545,29734.989402740153,293604.2877014742,328639.15505980415,443527.17047284485,197439.88369797275,33555.57078323172,328639.15505980415,246087.2867748721
firm_01,2020-04-30,2020,28,1,1,1,9,9.0,18.0,firm_01,9.10857873102807,0.3570039710292354,0.48690451674535645,0.04273830440080281,11.607059634929575,1,5,2,11.64206614141442,1.1078919817498112,88.1103428998203,6853.132918900645,7282.75092977014,537.7949526262482,122899.71862653269,73959.81094869522,59844.39689603105,600545.7076697161,692527.6943961667,903244.8225915057,382969.18301261135,43452.707677210026,692527.6943961667,520275.63957889436
firm_01,2020-05-31,2020,29,1,1,1,10,10.0,18.0,firm_01,9.257901194260093,0.3352382748220913,-0.3982828821464011,-0.5106315202940679,11.223761893189494,1,9,0,11.396016008433554,-0.044702090340080686,120.19811038664145,7461.532728842497,7577.252562565943,483.6223360930385,145899.9292043999,86322.88181731313,69783.53769291812,708728.9466013146,781267.7819351888,1048709.9841179452,443466.6128762324,60246.098589743306,781267.7819351888,605243.3712417127
firm_01,2020-06-30,2020,30,1,1,1,11,11.0,18.0,firm_01,8.816975075905896,0.4039169624257721,-1.0168540945428963,-0.4549410625488048,11.718318831539484,1,1,2,11.706988524536202,0.5856884462772985,71.0528323039149,6502.472649261324,7232.334435220466,493.4383034647966,91221.82834908305,55639.105059656504,44965.19579125614,454902.8386208087,492632.42605135357,674782.2072701553,284227.4523938642,40312.24861245194,492632.42605135357,390554.7548762911
firm_01,2020-07-31,2020,31,1,1,1,12,12.0,18.0,firm_01,9.140039686466219,0.321604647383575,-0.43586874126984504,-0.40488775144780476,11.406386769797072,0,9,1,11.65058191243855,0.508254365569981,120.75862638940028,6378.813777972182,7422.473398973549,392.0234674116797,120148.12626003727,76665.3932828395,61984.91974386187,628660.4569365594,704842.2714684133,932113.504740189,408635.8913234657,52839.414269653265,704842.2714684133,523477.61341672327
firm_01,2020-08-31,2020,32,1,1,1,13,13.0,18.0,firm_01,8.735493468664819,0.35398096582587296,-0.10242165735362985,0.28305076291868997,11.261565722539613,1,7,0,11.6854397760954,-0.19946118035412966,108.95954265522562,6519.091586714059,7312.413044518549,464.34140204258,83308.06079461542,51291.68151987962,41450.89085670997,424132.5400447408,465980.5262254018,621980.2722963054,277307.4008061771,38290.0235761157,465980.5262254018,344672.8714901283
firm_01,2020-09-30,2020,33,1,1,1,14,14.0,18.0,firm_01,9.009277722668912,0.37409372284684594,0.734219481871377,0.560244188700657,12.586777208725037,1,9,2,12.212297709971278,0.5638548894051715,100.99588327901058,6847.286351631067,8674.031534209867,478.25876537360415,101788.78746490079,67155.24289791354,54311.875832912294,533090.3511641833,594835.8223828868,817861.191511708,344614.02570787084,41852.798140952946,594835.8223828868,473247.1658038371
firm_01,2020-10-31,2020,34,1,1,1,15,15.0,18.0,firm_01,8.887630480311348,0.3905878130503999,0.12164573191907305,-0.2741510015798234,11.733416017288027,1,8,0,11.744858726347356,1.2339522694913438,102.15933009403774,6763.037143135225,8198.8283097766,488.84029317136526,91483.4271544441,60220.984307443505,48596.13522130257,492593.2052435987,543497.5868019738,724183.9156863053,309264.07805237087,57194.623857054015,543497.5868019738,414919.8376339344
firm_01,2020-11-30,2020,35,1,1,1,16,16.0,18.0,firm_01,8.971398531080787,0.3086786607742719,1.3470414640229105,1.3325531863459832,12.387312331496076,1,10,0,12.262061942974636,-0.38934509533459005,113.72969517039037,6834.118306112816,8570.906165860344,494.0582511337688,102226.803225552,65145.71803368021,52617.519944691034,542538.160726889,587972.5584269844,787460.6790489329,352551.35190228047,53483.004580738765,587972.5584269844,434909.3271466524
firm_01,2020-12-31,2020,36,1,1,1,17,17.0,18.0,firm_01,9.132615996408285,0.3271687655561218,-2.6136935951132525,-2.122750782023463,11.125369038295872,0,6,1,11.365496165237376,0.10730386457671134,100.36450446137675,7158.5903077507355,8273.791259289628,516.7576862001654,116439.47256924321,76178.99737525416,61580.22463572021,625496.473512369,700891.4340665299,925219.40447578,401544.0661239711,54579.425176591576,700891.4340665299,523675.3383518089
firm_02,2018-01-31,2018,1,1,0,0,-18,-19.0,19.0,firm_02,7.6784523332182175,0.3749092996323576,0.5285037065041325,0.10860655508526945,6.411755174872011,0,0,1,6.446472207143093,1.6429665115542837,70.54597707685315,6836.955498683145,5088.360531051144,508.45892533774924,26303.94220854256,17776.449420140678,14372.450575052302,149412.19563112746,164207.14424746585,216127.2252821585,91169.95328995626,12315.159496082324,164207.14424746585,124957.27199220224
firm_02,2018-02-28,2018,2,1,0,0,-17,-18.0,19.0,firm_02,7.906805831794943,0.30947009994206875,-1.6341653497305024,-0.8896781676631094,6.644755138625797,1,3,2,7.0545457399018145,0.27539008553398936,65.58109505381486,6461.627595764358,5242.389607726563,566.4210649706228,37682.09541646732,22363.748932262555,18077.485174446723,180350.14209728074,206784.59267436172,271570.2188232876,116463.29512520377,16196.639387596042,206784.59267436172,155106.9236980838
firm_02,2018-03-31,2018,3,1,0,0,-16,-17.0,19.0,firm_02,8.369480921450679,0.4058698623787954,0.07382128958065434,0.20246950217211196,5.992061431013661,0,5,1,6.049613138554646,-0.3687476118385099,69.97150925954355,6916.065399292273,5252.140436424633,500.4375071566883,58958.89439408259,35733.29295523684,28854.491208372197,300560.3171763473,330566.96850765205,431339.64898979786,188047.960224544,31322.19314568434,330566.96850765205,243291.68876525387
firm_02,2018-04-30,2018,4,1,0,0,-15,-16.0,19.0,firm_02,8.108563987992168,0.36451966868529284,1.0242159233170818,0.9110653508447055,6.23115197396883,1,3,2,6.38234816319274,-1.1612428254617837,71.16761210156947,6946.377151668829,4774.965974043344,491.82224702188955,43874.750041943014,27314.994821568194,22086.600067772175,232589.49087369707,249147.07707066907,332280.3017194322,148565.9736100681,18309.62631300436,249147.07707066907,183714.32810936408
firm_02,2018-05-31,2018,5,1,0,0,-14,-15.0,19.0,firm_02,8.44714089195597,0.39735952129861213,0.6185153236130113,0.7495949967864346,6.8142561081666795,0,3,2,6.814235242846354,-0.43758107532055834,54.77116303841643,6894.029331611775,5291.011133779897,494.11480867510073,62227.03046509272,38518.83276273554,31117.901343834375,319687.82438351755,357067.072386833,466172.52874377265,198294.71776304283,31277.264254523478,357067.072386833,267877.8109807298
firm_02,2018-06-30,2018,6,1,0,0,-13,-14.0,19.0,firm_02,8.484366713000876,0.3736364858397436,-0.7324330186899911,-0.3969208895360017,7.519516766002618,1,7,2,7.608616145004298,0.28492266681342493,86.45639111868022,6429.064303114668,5238.8393838153925,557.5607336644568,67700.53481786346,39822.14670507484,32193.052170767147,337911.08251872036,355291.6767646124,483853.23149005027,211763.13480639824,27264.135453333507,355291.6767646124,272090.096683652
firm_02,2018-07-31,2018,7,1,0,0,-12,-13.0,19.0,firm_02,8.571090898172793,0.39900798412730754,-0.7090905442210221,-0.3450551640461843,7.246283980787723,0,4,2,6.852505452021825,0.31762138694718456,81.6555560098357,6869.631200534768,5047.09074525151,454.80268497992614,66203.43081201626,43573.32631714474,35205.247937376866,369236.7455781582,393697.46139470267,527688.3193668891,222071.20874791822,33779.0192029733,393697.46139470267,305617.1106189708
firm_02,2018-08-31,2018,8,1,0,0,-11,-12.0,19.0,firm_02,8.218395668889901,0.37896804567621384,-0.1912339962063242,-0.29863782597292243,7.285941693529445,1,2,2,7.361400687182457,0.22208295885354543,83.11444511727636,6335.137466268803,5526.529226477539,531.6653240155216,48510.30711427139,30552.382409161397,24694.894119431872,244319.57394041948,277740.2585686304,370854.78685636655,162714.34848326867,22068.138031173894,277740.2585686304,208140.4383730979
firm_02,2018-09-30,2018,9,1,0,0,-10,-11.0,19.0,firm_02,8.106346649687945,0.35120463193713375,0.9896510012231498,0.532658526774869,7.29534594588971,0,5,0,7.7770693739127505,-0.06622478824621228,55.90688306438161,7244.547006205155,6017.363061452068,531.7750465297812,44376.53663659133,27499.6379772923,22201.109286239956,221170.10589930072,238936.66323245055,331544.3401181502,141639.54221182072,23448.233298814604,238936.66323245055,189904.7979063295
firm_02,2018-10-31,2018,10,1,0,0,-9,-10.0,19.0,firm_02,8.292087531242313,0.3036316550859742,-1.4637988036936826,-1.4470569851148007,6.661007876810496,0,4,2,6.792559691072346,0.24165446729202564,53.4985560773279,5980.312110535978,5933.927257504292,480.14714239262787,48417.691184142524,33153.52491101465,26759.86907649149,275384.8180641046,291097.8758074773,399215.92592700536,171526.9362638498,29561.94981744158,291097.8758074773,227688.98966315555
firm_02,2018-11-30,2018,11,1,0,0,-8,-9.0,19.0,firm_02,8.20194290869501,0.4071234534442422,0.8422469889182704,0.7746597921181111,8.149041771538032,0,3,2,8.491980175873827,-0.15926610891320517,71.68623926641844,6290.121604742122,5628.006042749086,505.8614579591398,50944.11968964907,29916.85953227848,24200.609442398174,240431.6002384787,267073.70677701745,364803.1217896447,157105.27853888186,17878.210675943003,267073.70677701745,207697.84325076285
firm_02,2018-12-31,2018,12,1,0,0,-7,-8.0,19.0,firm_02,8.491601799252297,0.3548924561358304,-0.3586081489074999,-0.5222667947345443,8.09504770180072,1,4,1,8.55198290885742,0.130430074454965,53.514355807817594,7214.26971747947,5791.4207947197965,512.251118795829,67303.92701812575,40301.15593702998,32553.381494162015,329915.88357646036,362276.76513178187,487366.6459550308,208559.38346551845,32504.170012855873,362276.76513178187,278807.26248951233
firm_02,2019-01-31,2019,13,1,0,0,-6,-7.0,19.0,firm_02,8.685263477489976,0.41872793395431407,-0.8350998778810116,-0.1507315332263729,7.844538355683873,0,5,0,7.915934074262234,0.4662258201475643,64.76924992761984,7089.677734767208,6275.259213661434,511.8247680738276,78732.23497685422,48687.010174398245,39358.95536858016,399983.35092418094,429272.4350615085,591509.8787698272,259568.63087375317,33049.914728455995,429272.4350615085,331941.247896074
firm_02,2019-02-28,2019,14,1,0,0,-5,-6.0,19.0,firm_02,8.898825702370424,0.3643074859161836,-0.6743875908089952,-1.0689240989807716,6.695643153507057,1,3,2,7.19482665261344,-1.2478198592958716,120.26030035045078,7110.024732284062,5361.803457347064,493.95614030254364,98121.25516089593,59814.48080973981,48420.25065871673,499953.91384607204,538198.5226479406,732336.8673334438,315573.11570618016,30070.660459973373,538198.5226479406,416763.7516272637
firm_02,2019-03-31,2019,15,1,0,0,-4,-5.0,19.0,firm_02,8.706274009305691,0.3280696935023565,0.5483485697303975,0.3606323710957977,8.980610905398022,1,6,1,9.094441037004014,1.2650212340186262,98.86757355184868,7231.317497834718,6384.023373451628,466.60863307971516,74532.93056944064,50051.59777486396,40415.206945107966,421621.27338341303,440757.46688546665,604069.2938741699,267803.20067326527,41980.35519172519,440757.46688546665,336266.09320090467
firm_02,2019-04-30,2019,16,1,0,0,-3,-4.0,19.0,firm_02,8.358312453812692,0.32282249168593063,1.4717676005688216,1.1727083957621327,9.505529063876915,0,3,2,9.531354044329483,1.6405151112525642,63.26033418502632,7233.5504864692075,6592.048323253168,459.5537115014387,58615.19698517824,35198.82887501846,28442.291473328394,290046.1176427549,322207.09955026134,426549.0477128077,180642.410266873,27065.433067640242,322207.09955026134,245906.63744593473
firm_02,2019-05-31,2019,17,1,0,0,-2,-3.0,19.0,firm_02,8.417900878371155,0.3300557121308883,-0.5397902375823335,-0.05660624216174864,7.038893020008027,1,6,2,7.0116236492928605,-0.8373559281311431,50.07120064612981,6389.065483535777,6191.2972292902,520.8505419937799,56412.7035141904,36920.405462016606,29895.558561469712,299671.8594738976,345356.5772919118,452738.9931535977,191327.96006974415,17831.741149252004,345356.5772919118,261411.03308385354
firm_02,2019-06-30,2019,18,1,0,0,-1,-2.0,19.0,firm_02,8.567139254460143,0.3499727967602194,-0.5051297740566564,-0.46858497485845124,9.55157722252612,0,7,0,9.237950771629702,1.5868938202765341,69.70503384574907,6969.382852491278,6148.9694211474,541.5240661076454,72602.79908852324,43005.65781259939,34802.52251572912,359968.6017867849,396972.8609797768,525607.1977711021,235594.4370992921,24095.026205590424,396972.8609797768,290012.76067181
firm_02,2019-07-31,2019,19,1,1,0,0,-1.0,19.0,firm_02,8.329975813426062,0.3302775316879359,-0.21167351190280953,-0.3531139296252131,10.191104598677349,0,6,2,9.854492944907905,0.5026622174474439,92.75071034683978,6472.2510800375885,6865.552939334037,481.7970213279806,51085.307784875855,34043.450984218885,27533.004132962385,277126.84543361573,316212.6778667005,414631.7265842681,182677.06906045784,22190.46401177214,316212.6778667005,231954.65752381025
firm_02,2019-08-31,2019,20,1,1,1,1,0.0,19.0,firm_02,8.980705960513967,0.3394623120733864,-1.4214453863247032,-0.9310888174022018,10.023093504491861,1,8,1,10.28155298173617,-0.6737415887352954,76.22183940911727,7233.527317094047,6737.1293641443235,479.34768172626434,101469.2117417901,65065.58790660497,52650.0067642219,523538.2982425921,596882.0910583932,794824.127984451,349328.40024194267,37038.85055577569,596882.0910583932,445495.72774250834
firm_02,2019-09-30,2019,21,1,1,1,2,1.0,19.0,firm_02,8.806263679839818,0.3270644125708949,0.15274159831653694,0.5057727277568362,10.659149121038096,1,12,1,9.968350618629252,1.1003120091056342,112.3884187623458,7352.453981955037,6725.215891011425,499.6499529597025,80220.80028787699,54543.699414446,44151.05034504444,463979.1562025255,485947.19191210787,667592.9201783228,288708.1994217028,27569.9535936675,485947.19191210787,378884.72075662
firm_02,2019-10-31,2019,22,1,1,1,3,2.0,19.0,firm_02,8.53611179247012,0.39932048963204725,1.4134754935328862,0.505566171233019,10.399962707690786,1,6,0,10.089856977746654,0.44299263351041607,75.48794508855642,6745.014426671762,6760.2946969825125,519.7505414323747,65771.84145785621,42165.17236749479,34054.8572798062,354328.2764550759,385983.1904116057,509549.3458408287,227871.64506758642,35380.883434378244,385983.1904116057,281677.7007732423
firm_02,2019-11-30,2019,23,1,1,1,4,3.0,19.0,firm_02,8.768751195395692,0.388701296628411,0.2646058734955345,-0.000710004935073838,9.65994184079025,0,2,1,9.864102692440978,-0.34729039147391816,81.17970155706692,6606.225775462823,7591.08051437465,532.9314164850764,77490.48623277288,53066.70909967804,42879.633106693414,429203.5577339346,491819.9194436674,643013.7463064045,286455.2110924938,41445.826333147554,491819.9194436674,356558.5352139107
firm_02,2019-12-31,2019,24,1,1,1,5,4.0,19.0,firm_02,8.348027715702464,0.366032446097459,-0.8692283369945613,-0.7819223901011685,9.785422893846604,0,9,0,9.669007403353248,1.1528576424319654,130.33414151159246,7451.302900191203,6926.895351338493,528.7821554148265,50848.0496289546,34782.63000454725,28113.906823563648,288283.34514877887,308130.26328799897,422184.58461704105,187854.35300432233,24519.540767318722,308130.26328799897,234330.23161271872
firm_02,2020-01-31,2020,25,1,1,1,6,5.0,19.0,firm_02,9.008144848434092,0.3941701780828072,1.7538996201753378,0.953193089598404,11.387236563813397,1,10,1,11.527507307902935,1.1190184868588413,92.11066716549968,6904.052387953943,7131.392714492756,470.942369163222,110872.03686461222,67266.82164620284,54375.458223896254,548316.2361227134,592121.8274520794,816935.1822652307,350768.4304007771,46194.65297440923,592121.8274520794,466166.7518644536
firm_02,2020-02-29,2020,26,1,1,1,7,6.0,19.0,firm_02,8.952702088331998,0.3740083573022064,-0.3517123916861113,-0.561928875554138,8.834368353759695,1,6,1,8.675941889906623,-0.0033473105592539965,75.73807051436894,7191.1147338563105,7468.549142420432,504.7210745278728,93539.65451102043,63180.764065073025,51137.3813782372,504676.02794136095,578233.0783738345,772874.7429875871,346396.8349526473,33686.71571674357,578233.0783738345,426477.90803493984
